total_tasks,completed_tasks,assigned_time_minutes,actual_time_minutes,productivity_score
20,7,9600,6982,76.0
17,4,6120,7428,47.07
17,9,6120,4290,88.83
10,8,4800,5301,84.22
6,3,1800,2252,61.97
5,2,1200,1426,57.66
13,10,3900,1998,100.0
15,12,3600,4856,77.65
8,1,3360,3431,46.67
14,9,5040,4132,87.36
6,0,2520,2578,39.1
11,6,3960,2694,91.52
20,13,6000,3061,100.0
16,10,3840,2876,90.91
14,7,4200,4862,64.55
15,1,6300,5361,51.01
9,8,2700,2628,94.43
6,2,1800,2583,47.87
15,13,6300,3232,100.0
20,16,7200,5573,99.68
10,2,4800,4815,51.88
8,6,2400,1542,100.0
17,13,6120,7711,77.63
20,3,7200,9828,38.3
9,6,3240,1706,100.0
7,0,3360,3628,37.05
19,7,5700,8169,50.02
16,6,7680,4175,96.08
12,4,5040,4959,60.65
20,6,7200,7847,54.7
9,8,4320,4688,90.19
15,2,4500,3517,59.18
12,7,5760,4946,81.58
9,6,2700,3623,69.81
17,0,7140,6381,44.76
9,7,4320,5629,77.36
11,3,5280,4794,60.42
16,14,6720,9606,80.48
7,3,3360,3915,60.04
14,6,5880,3883,86.29
6,6,1440,1647,94.97
6,2,1440,1261,65.68
13,12,5460,4934,99.65
10,7,4800,2494,100.0
14,1,3360,3349,44.42
16,7,3840,2055,100.0
6,3,1800,2024,65.57
18,17,8640,11300,87.25
5,4,2100,1355,100.0
15,7,4500,4643,66.77
10,9,2400,2077,100.0
18,4,7560,6162,62.41
15,8,4500,4680,70.46
18,5,7560,5772,69.06
12,3,5040,4851,56.56
16,7,7680,6068,76.88
17,0,4080,5219,31.27
15,15,3600,5383,86.75
18,8,7560,11168,53.74
17,15,5100,4603,97.26
17,6,5100,4582,65.7
14,8,4200,3325,84.81
14,1,4200,4243,43.88
17,11,4080,2060,100.0
19,0,7980,9059,35.24
20,0,6000,6316,38.0
11,10,2640,1423,100.0
18,7,8640,9198,60.91
10,6,4800,5826,68.96
6,5,1800,1796,90.09
10,4,4200,5672,53.62
11,2,4620,2419,87.3
17,8,6120,9156,54.97
19,15,9120,5456,100.0
15,2,3600,4569,39.52
19,3,7980,4122,86.91
12,2,4320,3207,63.88
15,1,7200,4580,66.88
8,5,3360,4026,70.88
8,8,2880,3064,97.6
12,11,4320,5930,84.14
20,9,7200,5516,79.21
17,16,8160,10057,88.93
14,0,6720,7746,34.7
10,10,2400,3362,88.55
12,1,5040,4994,45.37
17,6,6120,8678,49.39
6,4,2160,2746,71.46
7,1,2520,1349,83.29
18,1,7560,5716,56.24
5,5,1800,1414,100.0
12,9,4320,5507,76.38
7,4,3360,3946,68.35
16,9,3840,4301,69.46
16,12,3840,4687,77.77
12,0,5040,5965,33.8
7,2,2520,2369,59.69
11,7,4620,6774,65.46
18,4,5400,5416,53.22
12,5,2880,2669,68.16
12,7,5040,6493,66.05
14,10,6720,10037,69.64
16,12,6720,6198,88.37
7,3,2100,1649,76.65
18,1,7560,7805,42.08
9,5,3240,4612,61.43
8,3,3840,5536,50.25
11,8,4620,5691,76.11
7,0,1680,2355,28.54
8,7,3360,3316,93.03
5,5,1500,2132,88.14
6,6,1440,1066,100.0
8,3,2880,3426,56.13
5,4,1200,1038,94.24
7,6,3360,3251,92.77
13,0,3900,4425,35.25
5,3,1200,997,84.14
11,10,3300,1712,100.0
19,10,9120,10134,67.58
6,2,2880,1760,85.45
19,16,9120,5919,100.0
7,3,2100,2593,58.11
5,1,1800,1778,52.49
17,5,8160,4581,88.9
10,7,3600,3935,78.59
12,6,5760,3553,94.85
9,9,3240,4004,92.37
16,3,4800,7144,38.13
17,11,4080,4603,74.28
7,1,1680,1522,52.72
13,0,3120,1906,65.48
17,7,6120,3726,90.41
6,0,1440,846,68.09
17,2,5100,6889,36.67
9,3,3780,2886,72.39
11,7,3960,4911,70.44
12,7,5040,6067,68.23
8,3,3360,4957,49.61
12,0,5040,5888,34.24
10,9,3000,2096,100.0
12,0,5760,4457,51.69
12,1,5760,8636,31.68
7,0,2520,3069,32.84
10,8,3600,2654,100.0
11,4,3960,3564,66.26
9,1,3240,2793,53.07
10,8,4200,4826,82.81
11,11,4620,2378,100.0
10,4,3600,4947,53.11
18,10,5400,7605,61.74
9,6,4320,4200,81.14
13,4,4680,2444,95.06
19,1,7980,11034,32.09
12,9,5760,4451,96.76
15,11,7200,7155,84.25
14,12,6720,3708,100.0
13,11,6240,6742,87.79
12,12,5760,5078,100.0
20,2,6000,3123,82.85
9,9,2160,2194,99.38
5,2,1500,1212,73.5
15,4,6300,5527,61.59
17,15,8160,4486,100.0
10,6,4800,6274,66.6
11,6,3960,5019,64.29
7,2,2100,1329,80.35
12,4,4320,3426,70.44
15,5,7200,7008,61.1
9,3,3780,4022,57.59
16,8,6720,6453,71.66
12,0,5040,6349,31.75
11,5,3960,5154,58.01
19,12,5700,6964,70.63
19,19,4560,2902,100.0
16,12,7680,10276,74.89
13,1,3900,5180,34.73
8,0,2880,1852,62.2
6,2,1800,2698,46.69
19,18,4560,6135,86.57
9,0,4320,4732,36.52
11,1,3960,2316,73.85
14,1,5040,6681,34.46
11,10,3960,2067,100.0
12,0,5760,2953,78.02
13,13,3900,2954,100.0
11,11,3960,4629,94.22
19,5,6840,4598,75.29
15,7,4500,4045,72.5
9,0,2160,1219,70.88
12,7,3600,2755,87.27
5,4,2400,1989,96.27
9,3,2160,2064,61.86
6,6,2880,4263,87.02
12,7,2880,2260,85.97
9,0,4320,5259,32.86
9,4,3240,3157,67.72
20,0,7200,6688,43.06
8,4,3360,4721,58.47
18,4,8640,12547,40.88
17,0,5100,3144,64.89
14,3,5040,4964,53.47
11,5,3300,1724,100.0
14,12,5040,3335,100.0
18,10,7560,5843,85.09
18,3,7560,10560,38.64
20,7,7200,5356,74.77
17,11,5100,3172,100.0
8,3,2400,2955,54.99
8,5,3360,2182,99.09
15,10,6300,5236,88.13
5,5,2400,2369,100.0
20,20,6000,4187,100.0
5,1,2400,1292,86.3
6,1,2880,2984,48.61
10,10,2400,2533,97.9
11,3,2640,2859,53.3
9,1,3240,2389,60.92
13,9,3120,4215,71.15
17,3,7140,4752,70.69
12,4,3600,2424,79.41
6,3,2880,2865,70.21
19,5,4560,5428,49.39
15,6,6300,9249,51.25
19,10,7980,6435,81.18
10,4,3000,2924,65.04
14,13,3360,4108,88.43
15,0,3600,5179,27.8
9,2,2160,2184,52.89
13,9,4680,5619,74.85
18,15,6480,3904,100.0
14,9,6720,6997,76.99
6,3,2520,3757,56.83
19,11,6840,7560,70.93
10,5,3600,2021,100.0
13,1,3900,5418,33.41
20,16,6000,7255,81.08
10,3,4800,3161,78.74
19,12,6840,6572,79.53
20,0,4800,5766,33.3
9,8,4320,4114,95.34
9,8,4320,2752,100.0
16,15,5760,4604,100.0
7,5,2100,1741,91.11
17,13,6120,8420,74.96
9,3,3240,2606,69.73
8,7,3840,5503,80.41
12,8,5760,3947,98.37
14,1,5040,2694,79.12
6,1,2160,2955,39.24
11,8,2640,3197,76.67
12,8,2880,1827,100.0
13,6,4680,3160,86.93
14,11,4200,5430,78.08
16,8,4800,6804,58.22
13,13,3900,2436,100.0
19,6,7980,8455,56.7
5,5,2400,1334,100.0
20,10,8400,8926,67.64
18,4,5400,4259,64.05
13,9,6240,5999,83.15
18,10,7560,4735,97.2
5,1,1200,967,61.64
17,8,4080,3026,82.17
6,2,1440,1309,64.0
19,10,9120,5569,97.08
17,15,4080,5442,82.93
12,12,2880,1976,100.0
5,5,1500,1153,100.0
17,16,4080,4423,93.37
20,6,7200,9202,49.3
8,2,1920,2826,42.18
18,8,8640,6920,76.61
5,1,1200,1044,57.98
7,2,2940,3465,51.08
13,12,6240,6855,91.8
10,0,3000,2123,56.52
19,13,7980,4955,100.0
18,13,6480,5965,86.79
17,0,8160,9779,33.38
7,3,3360,4792,53.76
20,2,4800,3205,65.91
20,7,9600,10027,59.3
15,11,7200,7643,81.68
14,8,5880,5218,79.36
7,3,2520,3707,52.91
10,9,3000,3154,92.05
6,4,1440,2024,68.46
5,2,1200,1199,64.03
11,7,2640,1324,100.0
6,1,2520,3700,37.24
16,2,4800,6887,35.38
18,15,7560,5728,100.0
20,4,4800,4030,59.64
10,1,3600,3005,53.92
19,11,5700,6028,72.56
8,1,2880,3258,42.86
19,19,4560,3502,100.0
12,1,5760,8102,33.44
19,4,4560,5638,44.98
8,7,1920,2371,84.89
6,5,2880,1847,100.0
8,0,1920,2494,30.79
6,2,1440,834,89.06
18,6,6480,6177,61.96
12,6,3600,2086,99.03
20,7,4800,2872,87.85
19,18,4560,5842,88.06
17,16,5100,6310,88.8
12,8,2880,1773,100.0
16,10,5760,5781,77.35
16,5,6720,9938,45.8
12,3,5760,7988,43.84
10,8,4800,7141,74.89
15,3,6300,7883,43.97
7,7,1680,1895,95.46
8,2,2400,2339,56.04
14,11,5880,8067,76.3
16,13,6720,4670,100.0
16,13,4800,5568,83.23
15,12,3600,5293,75.21
5,4,1800,1188,100.0
11,11,2640,3605,89.29
14,8,5880,4214,90.1
10,6,4800,3134,97.26
18,4,8640,9069,51.44
14,5,5880,4856,69.86
10,9,4200,2286,100.0
17,6,7140,10277,48.97
10,10,4200,4726,95.55
5,4,1200,1113,91.13
19,5,4560,2841,79.99
12,3,2880,2474,61.56
11,9,4620,5024,85.87
11,1,4620,5703,37.86
7,4,2520,1414,100.0
5,1,1200,670,83.64
9,2,4320,4377,52.81
20,2,6000,3153,82.12
20,4,9600,7889,60.68
9,8,4320,3755,99.35
6,3,2160,1657,82.14
10,2,4200,5271,43.87
16,4,3840,3857,54.82
13,8,3900,4752,69.75
7,1,3360,2672,58.87
11,7,3960,3723,80.73
17,5,5100,5395,55.46
20,14,4800,4029,89.65
12,4,3600,4852,49.68
19,1,6840,10053,30.37
16,7,3840,5396,54.72
10,8,2400,3210,77.91
15,6,4500,3747,72.04
10,10,3000,1522,100.0
14,2,5880,4043,66.75
16,0,3840,4699,32.69
14,9,4200,4216,78.42
13,12,3900,5846,82.07
14,2,4200,5541,38.89
9,2,4320,2932,72.27
8,6,3360,2263,100.0
16,14,5760,3116,100.0
12,11,4320,5031,89.35
18,7,5400,6957,54.38
10,0,4200,2482,67.69
11,7,5280,6426,71.05
9,5,2160,2891,63.22
15,14,3600,2505,100.0
11,3,3960,3539,61.12
15,5,4500,5607,52.1
5,0,1500,944,63.56
14,2,6720,4815,64.4
13,1,3900,4900,36.45
12,8,4320,4721,76.6
15,6,4500,2529,95.17
15,5,5400,7162,50.16
17,11,8160,11000,68.5
11,6,5280,3552,92.19
16,10,7680,8046,75.68
19,9,6840,9834,56.24
20,11,9600,9690,72.63
14,8,3360,2265,93.62
18,12,7560,4143,100.0
7,1,1680,1695,48.22
16,12,4800,4895,84.22
9,4,2160,1906,72.0
19,7,6840,9386,51.26
17,2,4080,6082,33.89
19,17,4560,3825,100.0
7,5,1680,2039,75.81
17,15,5100,7043,81.91
10,2,3000,2963,52.5
8,0,3360,4439,30.28
12,4,2880,1714,87.21
16,0,6720,4939,54.42
11,4,4620,2856,86.52
7,2,2940,1695,86.52
10,6,4200,5137,68.7
5,3,1800,2416,65.8
13,5,6240,9247,50.07
6,4,2160,1820,87.47
9,2,3240,3616,49.17
11,0,4620,3588,51.51
16,2,7680,5932,59.29
19,13,4560,6478,69.21
6,1,2520,3538,38.49
19,12,9120,6696,92.38
7,3,2940,2494,72.87
10,6,4200,2830,95.36
9,0,3780,2510,60.24
6,6,1440,888,100.0
16,3,5760,2998,88.1
13,4,3900,5164,48.67
10,5,3600,2161,96.64
5,0,1800,1340,53.73
14,0,5040,2826,71.34
19,13,9120,11846,71.85
8,3,1920,1832,64.42
16,8,4800,2409,100.0
8,4,2400,2093,75.87
5,3,2400,1766,90.36
17,17,6120,4674,100.0
16,2,4800,6757,35.91
15,15,6300,6493,98.81
19,7,7980,10299,53.1
13,13,3120,1829,100.0
8,7,3840,5212,81.97
16,8,3840,2615,88.74
19,7,9120,7618,69.99
15,1,4500,4064,48.29
10,9,4200,5786,83.04
5,1,1500,864,81.44
19,10,4560,2589,100.0
8,6,3840,4530,78.91
10,9,3000,2734,97.89
7,0,3360,3429,39.2
9,5,2160,1959,77.44
15,12,6300,7678,80.82
14,7,6720,4601,88.42
9,5,2700,2693,73.44
10,6,3600,1949,100.0
7,6,3360,4522,81.15
20,19,4800,2706,100.0
6,0,1440,1161,49.61
8,6,3360,2817,92.71
11,9,3960,5621,77.27
16,9,4800,5674,67.59
18,18,8640,6885,100.0
19,4,7980,9208,47.3
14,4,5880,5203,62.35
11,7,2640,2399,82.2
7,2,2100,2991,45.23
15,15,3600,4293,93.54
19,9,6840,6239,72.27
12,8,2880,2574,84.76
18,1,7560,10669,31.68
15,1,5400,6219,38.73
14,11,5880,5875,87.18
15,6,6300,4288,82.77
9,5,2160,1189,100.0
15,0,4500,3256,55.28
20,20,7200,7592,97.93
20,8,7200,10465,51.52
8,2,3840,3033,65.64
19,4,9120,6089,72.54
8,3,3360,5001,49.37
6,4,1440,1507,78.22
11,0,5280,4154,50.84
15,2,5400,6817,39.69
20,19,6000,3119,100.0
6,1,2160,1832,57.16
12,5,5760,5106,70.12
5,4,1200,1248,86.46
18,15,6480,8229,81.5
13,11,3120,2233,100.0
13,7,6240,6088,73.31
12,9,5760,6610,79.86
20,2,7200,5437,58.97
10,10,3600,4308,93.43
6,3,1440,1671,64.47
18,16,7560,3979,100.0
5,2,1800,2102,58.25
14,1,5040,3136,68.57
15,1,4500,4460,44.36
16,3,5760,8448,38.52
17,15,5100,6801,82.94
6,1,1440,971,69.32
17,6,8160,7631,63.95
20,9,8400,4492,100.0
11,0,3960,4837,32.75
10,4,3000,3318,60.17
13,13,5460,5132,100.0
13,6,3900,2560,88.63
14,6,5040,4480,70.71
18,7,6480,8746,52.97
6,3,1440,1731,63.28
7,0,2100,2929,28.68
20,20,6000,8050,89.81
18,18,6480,9421,87.51
10,4,4800,4211,69.59
20,9,4800,3973,75.33
7,6,2100,3030,79.15
5,1,2100,2930,40.67
15,10,6300,8325,70.27
13,5,5460,7513,52.15
6,5,2520,1826,100.0
9,2,2700,3912,40.94
20,1,6000,5770,44.59
20,0,9600,14321,26.81
5,0,2100,1723,48.75
6,4,1440,1252,86.01
15,2,4500,6383,36.2
17,5,8160,5419,77.88
11,0,2640,3503,30.15
8,4,1920,1757,73.71
15,0,4500,4141,43.47
16,8,7680,10946,58.07
15,12,6300,4165,100.0
20,12,8400,10417,68.25
9,5,3780,1891,100.0
19,19,9120,8631,100.0
19,19,9120,6188,100.0
8,2,2400,2715,50.36
13,5,4680,4298,66.63
10,5,3000,2596,76.22
10,4,2400,1712,80.07
17,3,7140,10156,38.71
8,0,3840,4221,36.39
17,4,5100,6925,43.58
17,3,6120,7443,43.48
19,16,7980,6735,97.92
19,15,7980,10878,76.71
19,3,7980,4774,76.34
12,6,3600,3730,68.61
17,9,4080,5142,63.5
17,6,6120,8778,49.06
19,2,9120,11380,38.37
17,8,8160,10599,59.03
9,3,2160,1448,79.67
19,12,4560,6689,65.16
13,3,4680,4807,52.79
16,11,6720,7864,75.43
11,11,5280,7302,88.92
11,10,3300,2563,100.0
11,3,5280,7850,43.27
12,5,5760,4461,76.65
14,12,5040,3226,100.0
18,7,8640,12096,51.9
7,1,1680,1259,61.95
18,2,5400,4086,59.53
18,11,5400,6626,69.27
6,3,1440,1114,81.71
20,12,7200,9128,67.55
16,8,6720,7628,65.24
6,6,2160,3192,87.07
19,14,5700,3557,100.0
6,0,2880,2059,55.95
18,3,6480,6746,48.42
5,0,2100,2192,38.32
13,9,3120,2222,97.7
12,8,5760,3207,100.0
20,15,6000,5917,85.56
9,6,2160,2389,76.17
7,7,2940,3301,95.63
12,0,5040,6746,29.88
11,9,3960,3347,96.42
10,8,4800,4070,95.17
15,9,7200,8167,71.26
14,12,4200,4976,85.19
20,5,6000,4382,69.77
14,4,5040,2744,90.61
10,5,2400,1794,83.51
9,3,4320,5375,52.15
8,1,3840,5007,38.18
13,1,3900,4908,36.4
8,3,3840,4804,54.47
8,7,2400,1304,100.0
12,7,3600,5292,62.21
15,4,4500,5161,50.88
19,3,7980,4194,85.58
19,0,7980,9314,34.27
16,5,7680,4820,82.48
10,0,3000,2880,41.67
10,1,4800,7030,33.31
19,13,5700,5568,82.0
15,0,5400,6649,32.49
14,0,6720,3674,73.16
19,8,4560,4269,67.99
16,1,5760,6072,41.69
7,3,2100,1807,72.2
5,3,1200,1476,68.52
5,5,1500,2139,88.05
7,4,2100,1913,78.2
18,0,5400,5150,41.94
12,2,5760,4506,61.13
13,6,6240,6064,68.85
16,11,3840,3443,85.86
9,8,3780,2377,100.0
7,1,2940,4099,37.26
9,7,4320,4573,84.45
5,1,1500,1508,51.79
11,9,4620,6530,77.39
10,6,3600,3159,81.58
6,5,1800,1195,100.0
20,10,8400,12455,56.98
10,0,2400,1945,49.36
14,10,6720,5613,90.75
12,4,3600,4359,53.04
19,9,6840,6454,70.81
19,19,6840,8743,91.29
6,3,1440,2092,57.53
14,8,6720,8872,64.58
17,10,7140,7209,74.91
18,9,5400,4213,81.27
8,7,3360,4672,81.27
8,3,3840,5370,51.1
15,14,4500,5530,88.55
6,4,2520,1512,100.0
11,6,3960,3328,80.32
15,6,3600,3268,68.06
7,2,2520,1318,93.62
5,2,1200,1259,62.13
17,15,7140,7663,90.21
11,10,3960,4450,90.14
14,0,6720,5624,47.8
11,1,2640,3207,38.38
19,2,9120,11257,38.72
9,0,2160,1761,49.06
11,2,4620,2425,87.12
9,2,3780,2291,79.33
5,2,2400,1861,75.59
20,16,7200,6610,91.57
10,2,2400,1510,75.58
16,7,5760,8182,54.41
12,10,5760,5172,94.55
6,5,1440,1915,80.08
15,1,5400,7341,33.42
19,1,6840,8893,33.92
6,1,2160,2134,50.49
10,2,3000,3190,49.62
16,9,3840,3409,78.81
15,5,3600,2942,68.95
16,7,5760,4922,73.06
8,5,1920,1533,87.6
12,6,3600,4638,61.05
5,4,2100,1488,100.0
14,1,3360,3226,45.95
19,3,5700,3938,67.37
10,1,3000,2102,63.09
5,4,1500,812,100.0
9,0,4320,5291,32.66
17,9,6120,8040,62.21
9,0,2700,2748,39.3
7,3,1680,2194,56.34
11,3,3300,1843,87.99
15,7,4500,4007,72.92
17,1,4080,5883,31.27
6,6,1800,1829,99.37
19,1,6840,3439,82.72
14,14,5880,6647,95.38
9,7,3780,1906,100.0
17,6,6120,3360,94.03
11,0,5280,6705,31.5
12,6,5040,3627,85.58
17,9,5100,7011,60.86
12,3,2880,1682,83.49
19,9,5700,3025,100.0
19,0,5700,5573,40.91
16,7,4800,5812,59.29
16,2,6720,4147,72.32
14,3,5040,2844,83.74
18,3,5400,3451,72.59
6,0,2520,1947,51.77
15,14,3600,3876,93.15
14,9,5040,5430,75.7
20,16,9600,13293,76.89
7,3,2100,3142,52.45
16,10,6720,7627,72.74
9,2,4320,2632,78.99
15,7,7200,4801,87.99
19,0,9120,8603,42.4
19,5,4560,3289,71.25
6,5,2520,2871,85.11
20,17,7200,4328,100.0
16,16,3840,4488,94.22
19,15,7980,7204,91.68
10,8,4800,3173,100.0
14,8,5040,6071,67.49
17,14,6120,7040,84.18
12,10,2880,3673,81.36
6,5,2520,3354,80.05
8,7,3360,3993,86.16
12,11,2880,3054,92.72
20,10,9600,7691,79.93
20,1,7200,5262,57.73
18,0,7560,4880,61.97
20,10,9600,9499,70.43
20,15,7200,10520,72.38
5,1,2100,1549,66.23
13,0,4680,5389,34.74
15,12,4500,4575,87.34
6,1,2160,1741,59.63
7,4,2940,2583,79.81
10,4,3600,4548,55.66
14,4,3360,3215,58.95
20,8,7200,3993,96.13
7,1,2520,2140,55.67
9,4,4320,3974,70.15
6,4,2880,2001,97.57
14,9,6720,4519,98.05
9,9,2160,2716,91.81
9,4,2700,2942,63.38
16,2,4800,2425,86.68
18,8,4320,3146,81.59
18,10,4320,2907,92.78
10,9,3000,4301,81.9
7,7,2100,2564,92.76
5,2,1500,1499,64.03
11,1,4620,5990,36.31
5,1,1500,1454,53.27
9,3,3780,4088,56.99
7,3,2520,2419,67.38
15,13,4500,2832,100.0
14,1,4200,5854,32.98
20,2,8400,8055,47.71
8,0,3360,2587,51.95
7,5,1680,2312,71.92
7,5,3360,4048,76.06
16,11,6720,7222,78.47
10,4,4200,3524,71.67
13,4,5460,7865,46.23
14,13,3360,3204,97.66
11,11,3960,3811,100.0
14,11,6720,8344,79.36
16,14,6720,4494,100.0
10,4,4200,4196,64.04
13,12,4680,4399,97.94
20,7,4800,5590,55.35
7,2,2100,2620,49.2
6,2,2520,3588,48.09
16,5,3840,2960,70.64
6,5,1440,1208,97.68
13,9,6240,6028,82.95
15,13,7200,3734,100.0
9,4,4320,5423,58.53
13,6,4680,2888,92.51
11,2,5280,6348,44.18
15,12,7200,7146,88.3
11,4,2640,3701,50.35
20,15,9600,6593,100.0
7,1,2520,3010,42.06
13,0,6240,4098,60.91
16,3,7680,11413,38.17
12,6,5040,7143,58.22
5,5,1200,1186,100.0
11,1,3960,3414,51.85
8,0,1920,1902,40.38
20,19,8400,5910,100.0
17,8,8160,10635,58.93
7,7,2940,4301,87.34
16,16,5760,3915,100.0
11,6,2640,3337,64.37
8,0,3360,2263,59.39
9,8,4320,3458,100.0
17,6,7140,6572,64.63
18,8,5400,7210,56.63
10,1,2400,2943,38.62
18,0,4320,5388,32.07
20,3,9600,10965,44.02
20,18,6000,5305,99.24
8,8,2400,1776,100.0
19,12,9120,12594,66.86
19,18,4560,5790,88.34
17,1,5100,7335,31.34
8,2,3360,4160,47.31
11,11,2640,2707,99.01
13,0,5460,3703,58.98
13,9,4680,5673,74.54
7,7,1680,1325,100.0
6,2,2520,2381,62.34
13,11,5460,4090,100.0
11,0,3960,2157,73.44
19,11,6840,6305,78.13
10,5,4800,2945,95.2
11,3,4620,2701,84.78
14,1,3360,3540,42.25
18,5,4320,6067,45.15
11,9,5280,5474,87.67
20,11,8400,10719,64.35
10,9,3600,4320,87.33
9,8,2160,1359,100.0
20,9,8400,12052,54.88
15,4,3600,3357,58.9
11,2,5280,6821,41.87
20,18,6000,4335,100.0
14,8,6720,4230,97.83
15,0,7200,5194,55.45
16,10,6720,9973,64.45
14,13,4200,3863,99.2
14,12,6720,3725,100.0
8,3,3840,3865,62.24
6,6,2520,1987,100.0
11,7,4620,3864,86.01
18,12,8640,5562,100.0
15,15,7200,3646,100.0
8,7,2880,2576,97.22
11,3,2640,2569,57.47
14,11,6720,7450,83.22
14,4,5040,7008,45.91
14,6,3360,3846,60.66
15,4,6300,7558,49.34
5,1,1800,1508,59.75
12,0,5760,8344,27.61
9,1,2700,2454,50.68
19,1,5700,5244,46.64
19,10,5700,5460,73.34
17,12,8160,11035,71.93
18,9,4320,2560,97.5
11,3,5280,7516,44.46
5,1,2400,2972,44.3
9,5,3780,3260,79.71
19,4,9120,6968,64.99
17,13,5100,6547,77.04
10,0,4800,3460,55.49
19,15,4560,3236,100.0
19,4,4560,5361,46.66
11,6,2640,2571,73.8
7,4,2520,2180,80.52
13,13,3120,2529,100.0
16,13,7680,6948,92.96
13,4,6240,7276,52.77
13,0,6240,9176,27.2
16,0,3840,3822,40.19
15,7,4500,6403,56.11
18,4,6480,5809,57.95
16,0,3840,3193,48.11
5,0,1800,2328,30.93
7,4,3360,4595,63.53
15,0,6300,5206,48.41
20,9,4800,6363,57.17
19,7,4560,3909,68.77
11,2,3300,4349,41.26
20,18,8400,5861,100.0
11,10,4620,2977,100.0
18,10,6480,4315,93.4
15,12,4500,6590,75.31
19,11,9120,10227,70.41
8,5,1920,997,100.0
17,2,4080,3527,53.33
15,11,5400,7550,72.61
17,10,8160,6901,82.59
16,3,7680,4940,73.44
18,6,6480,4136,82.67
9,0,2700,3208,33.67
6,1,1800,1561,56.12
16,16,7680,8634,95.58
14,11,3360,4287,78.49
13,11,4680,5693,83.65
6,1,2520,3623,37.82
7,0,3360,1757,76.49
13,0,3900,3655,42.68
5,5,2100,2860,89.37
15,6,4500,6231,52.89
9,4,2160,3009,55.38
5,2,2400,2843,57.77
17,8,6120,5853,70.06
14,3,5880,6432,49.42
11,5,4620,5407,61.45
9,2,3780,4040,50.76
12,5,2880,2979,63.67
5,2,1500,1928,55.12
12,10,5040,4228,97.68
19,5,5700,6583,50.42
20,13,7200,4927,97.45
19,6,7980,7858,59.57
10,0,4800,4277,44.89
19,15,5700,6996,79.96
17,9,4080,6037,58.8
8,4,2400,3098,60.99
11,11,2640,1660,100.0
9,9,3240,3774,94.34
5,1,1800,1197,72.15
5,5,1500,1861,92.24
20,2,6000,8334,34.8
9,8,3780,4280,88.66
10,8,2400,1212,100.0
15,2,7200,4195,76.65
6,3,1800,926,100.0
20,9,8400,6091,82.16
20,18,6000,5158,100.0
12,11,2880,3816,85.19
10,10,4800,3120,100.0
17,1,4080,2274,75.3
19,9,9120,12521,57.56
7,5,2100,2845,72.38
12,8,4320,4849,75.64
14,5,5040,5267,59.7
18,2,8640,9519,42.97
7,4,1680,1930,69.1
9,5,2700,3612,63.23
13,2,3120,3943,40.88
18,3,4320,2879,70.02
13,4,3120,2703,64.63
7,5,1680,2429,70.52
5,0,1200,692,69.36
8,1,2400,1518,70.74
15,9,5400,7912,63.3
13,13,3900,5440,88.68
12,8,4320,4602,77.55
10,6,4800,5702,69.67
19,6,6840,8722,50.32
14,12,5880,7329,83.52
7,5,2940,3551,75.97
16,5,6720,9087,48.33
7,0,1680,2011,33.42
12,6,5760,4577,80.34
5,5,2100,1773,100.0
11,5,2640,3914,54.25
9,6,2160,1467,98.9
7,2,2940,2838,58.58
15,7,6300,3646,97.12
7,1,2100,2808,38.49
16,6,6720,4022,89.33
20,12,7200,5130,92.14
10,1,2400,2858,39.59
18,7,5400,4285,73.74
15,8,3600,2712,85.1
17,6,5100,5098,61.19
16,15,6720,4245,100.0
20,12,9600,12605,66.46
15,13,5400,7794,79.71
17,7,6120,3727,90.39
20,1,7200,10308,30.94
15,4,6300,4516,71.8
11,6,4620,4007,78.85
10,5,4200,6151,57.31
20,16,6000,7124,81.69
17,2,6120,7695,38.87
15,6,7200,7667,61.56
9,4,2700,3579,56.84
18,8,5400,3028,98.0
6,0,1800,1034,69.63
19,16,7980,11057,79.39
20,4,9600,6451,71.53
17,8,5100,4550,73.07
13,8,4680,2537,100.0
14,12,5880,7473,82.9
19,13,5700,3756,100.0
6,1,1440,1905,40.24
17,7,7140,3777,100.0
19,16,5700,7952,79.2
8,8,2880,3063,97.61
7,0,1680,1620,41.48
16,3,7680,8130,49.04
12,10,4320,3128,100.0
20,17,4800,3083,100.0
15,8,6300,6303,71.98
18,1,6480,9218,31.45
19,10,4560,6499,59.64
6,0,2520,3199,31.51
6,1,1800,1002,81.86
12,3,2880,1787,79.47
9,0,3240,3609,35.91
14,14,3360,3803,95.34
19,7,4560,6491,50.21
17,8,8160,10153,60.38
11,9,5280,3791,100.0
12,5,5040,5672,60.54
19,10,5700,3826,91.17
18,18,4320,2333,100.0
17,11,4080,4335,76.47
10,2,4200,5331,43.51
7,2,2520,2996,50.79
9,2,2700,1541,83.42
18,6,4320,3469,69.81
5,5,1800,1237,100.0
15,10,5400,4870,84.35
20,3,9600,8900,52.15
11,0,2640,2716,38.88
16,6,6720,4892,77.45
18,3,7560,4128,83.26
14,13,4200,5899,84.19
13,1,3120,1765,75.32
19,6,7980,10732,48.69
13,5,3120,3580,57.94
10,6,4200,4638,72.22
5,3,1200,751,99.91
20,15,6000,6445,82.24
6,1,2160,1265,78.3
20,13,7200,5749,89.1
7,6,2520,1663,100.0
6,1,2160,3001,38.79
10,3,4800,7103,45.03
8,4,2880,2411,77.78
11,8,3300,1968,100.0
5,1,1500,1997,42.05
13,4,6240,5023,68.15
18,8,6480,4876,79.82
